0,1,2
1062,1577952245774,0.0
966,1577952245775,0.0
969,1577952245776,0.0
962,1577952245777,0.0
961,1577952245778,0.0
963,1577952245779,0.0
968,1577952245780,0.0
967,1577952245781,0.0
1053,1577952245781,0.0
965,1577952245782,0.0
1052,1577952245772,0.0
964,1577952245789,0.0
970,1577952245792,0.0
980,1577952245800,0.0
1051,1577952245801,0.0
982,1577952245802,0.0
972,1577952245804,0.0
979,1577952245805,0.0
1049,1577952245806,0.0
973,1577952245826,0.0
